"language","id","productCode","active","name","description","benefits","brand","width","height","depth","diameter","volume","weight","countryOfOrigin","customsCode","listImage","packaging.width","packaging.height","packaging.depth","packaging.volume","packaging.capacity","packaging.weight","materials","imprintRequired","imprintTemplate","price.type","price.currency","minQty.1","maxQty.1","price.1","minQty.2","maxQty.2","price.2","minQty.3","maxQty.3","price.3","minQty.4","maxQty.4","price.4","minQty.5","maxQty.5","price.5","minQty.6","maxQty.6","price.6","minQty.7","maxQty.7","price.7","minQty.8","maxQty.8","price.8","minQty.9","maxQty.9","price.9","minQty.10","maxQty.10","price.10"
"pt","01t1n00000Bi9xzAAB","3460001073","1","BIC® Super Clip Advance esferográfica","Escrita precisa e confortável e um visual premium para a sua comunicação com esta versão de secção metálica cromada.","Um toque metálico superior para o nosso principal comunicador com cor total!|Agora com secção metálica!|Escrita precisa e confortável com um visual superior!|Mais exposição da marca com a grande superfície de comunicação!","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","15.57 g","Espanha","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/mKzE0srp2ea5F6g0aOgLgt-KysFqruy5Ton-2_FKaLkOZ185zotjHo7caNoSljclCsu1yWsu_PQyFH2wDzgZSrO2Kcp_XzdF_x8AgE6yCBWQMMksA0kbXnNb0veXSA8BJgiDCChh6-lELHUFh3V2Dc2uTN4VlUtL56Ja2k9Y6aU=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3892.50 g","Metal, Plástico","1","https://api.everisbigcontent.com/edms/rest/v1/links/NbTIQAK4SQjZxjh-vCE_zRnDIjEUtprkIUIdIuEU2R6ZLCFJz2IWDu0nYg1xbAHa3otNtt0-_5jHYSMGUH3v5fvNbZs_NE8-K364tJKg1JC2lzfYzozX1HDivQsublkdL1jDHa_ufogsJFy908hyw3f8W2qR1qfn_FCOAxiSwCE=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sv","01t1n00000Bi9xzAAB","3460001073","1","BIC® Super Clip Advance kulpenna","Skriver precist och behagligt samt ger ett förstklassigt utseende med denna modells förkromade metallspets.","En premium touch i metall För en fullfärgs kommunikatör!|Nu med metall del!|För ett mer precist och komfortabelt skrivande i premium stil!|Varumärken kan exponeras utom ordentligt tack vare den stora ytan för kommunikation!","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","15.57 g","Spanien","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/mKzE0srp2ea5F6g0aOgLgt-KysFqruy5Ton-2_FKaLkOZ185zotjHo7caNoSljclCsu1yWsu_PQyFH2wDzgZSrO2Kcp_XzdF_x8AgE6yCBWQMMksA0kbXnNb0veXSA8BJgiDCChh6-lELHUFh3V2Dc2uTN4VlUtL56Ja2k9Y6aU=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3892.50 g","Metal, Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/NbTIQAK4SQjZxjh-vCE_zRnDIjEUtprkIUIdIuEU2R6ZLCFJz2IWDu0nYg1xbAHa3otNtt0-_5jHYSMGUH3v5fvNbZs_NE8-K364tJKg1JC2lzfYzozX1HDivQsublkdL1jDHa_ufogsJFy908hyw3f8W2qR1qfn_FCOAxiSwCE=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"de","01t1n00000Bi9y0AAB","3460001590","1","BIC® M10® Clic","Der historische Druckkugelschreiber BIC® M10® Clic zu attraktivem Preis zurück, um Ihre Markenkommunikation anzukurbeln.","Die BIC®-Marke wird von 9 von 10 Personen anerkannt: Verbinden Sie Ihren Namen mit einem hochwertigen vertrauenswürdigen Produkt. | Vollständige fertige Herstellung. | Erhältlich in Blau (alle Farbfässer außer zurück) und schwarzer Tinte (schwarzer Lauf). | Long-Life-Tinte: hohe Qualität, schnelles Trocknen und reibungsloses Schreiben. | Der perfekt kugelförmige Wolfram -Carbidball trägt zu konsequentem Schreiben bei. |","BIC®","1.40 cm","13.90 cm","1.40 cm","1.40 cm","27.24 cm3","6.55 g","Frankreich","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/GvNXXcmvzb6sNDNe-RfPAw3lI6H-WldFUnbyb_URRWD4Or3KhNRSaOvRZX-dDBmLp0Uj_yOXtR8o2ZiUgCQCJFGvFDWSHOMm3_x46U-QOA5x5UbuxymL991qQOZj5bxqK0EUHU2rOIq08fpCnytHddo0sr2gj0BbJ1sMI7SaEB8=","40.00 cm","16.50 cm","15.80 cm","10428.00 cm3","500 u.","3275.00 g","Kunststoff","1","https://api.everisbigcontent.com/edms/rest/v1/links/CJJyu_qa1zr2IkoKSmqbb-SdRXiHSh0PKD3xm8WBZ4dP7MQ6nrb7V6Z8JCnTYeHW9VHjXVRImMvlE6DAhAOntWeNfX-9C3dHyq2HOur0nNoOqGRzeZTbpj7WTRcujCE3Zdil6nNDxmydF8B7OaVO7Fdgy5DqdkQmRhA2xeJ7qlg=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"en","01t1n00000Bi9y0AAB","3460001590","1","BIC® M10® Clic","The historic retractable ballpen BIC® M10® Clic is back to boost your brand communication at a competitive price!","BIC® brand is recognised by 9 out of 10 people: associate your name with a high-quality trusted product. | Full in-house manufacturing. | Available in blue and black ink. | Long-life ink: high quality, quick drying and smooth writing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. |","BIC®","1.40 cm","13.90 cm","1.40 cm","1.40 cm","27.24 cm3","6.55 g","France","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/GvNXXcmvzb6sNDNe-RfPAw3lI6H-WldFUnbyb_URRWD4Or3KhNRSaOvRZX-dDBmLp0Uj_yOXtR8o2ZiUgCQCJFGvFDWSHOMm3_x46U-QOA5x5UbuxymL991qQOZj5bxqK0EUHU2rOIq08fpCnytHddo0sr2gj0BbJ1sMI7SaEB8=","40.00 cm","16.50 cm","15.80 cm","10428.00 cm3","500 u.","3275.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/CJJyu_qa1zr2IkoKSmqbb-SdRXiHSh0PKD3xm8WBZ4dP7MQ6nrb7V6Z8JCnTYeHW9VHjXVRImMvlE6DAhAOntWeNfX-9C3dHyq2HOur0nNoOqGRzeZTbpj7WTRcujCE3Zdil6nNDxmydF8B7OaVO7Fdgy5DqdkQmRhA2xeJ7qlg=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"es","01t1n00000Bi9y0AAB","3460001590","1","BIC® M10® Clic","El histórico bolígrafo retráctil BIC® M10® Clic ha vuelto para impulsar la comunicación de tu marca ¡a un precio competitivo!","La marca Bic® es reconocida por 9 de cada 10 personas: asocie su nombre con un producto de confianza de alta calidad. | Fabricación completa interna. | Disponible en azul (todos los barriles de color excepto la espalda) y la tinta negra (barril negro). | Tinta de larga duración: alta calidad, secado rápido y escritura suave. | La pelota de carburo de tungsteno perfectamente esférica contribuye a una escritura constante. |","BIC®","1.40 cm","13.90 cm","1.40 cm","1.40 cm","27.24 cm3","6.55 g","Francia","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/GvNXXcmvzb6sNDNe-RfPAw3lI6H-WldFUnbyb_URRWD4Or3KhNRSaOvRZX-dDBmLp0Uj_yOXtR8o2ZiUgCQCJFGvFDWSHOMm3_x46U-QOA5x5UbuxymL991qQOZj5bxqK0EUHU2rOIq08fpCnytHddo0sr2gj0BbJ1sMI7SaEB8=","40.00 cm","16.50 cm","15.80 cm","10428.00 cm3","500 u.","3275.00 g","Plástico","1","https://api.everisbigcontent.com/edms/rest/v1/links/CJJyu_qa1zr2IkoKSmqbb-SdRXiHSh0PKD3xm8WBZ4dP7MQ6nrb7V6Z8JCnTYeHW9VHjXVRImMvlE6DAhAOntWeNfX-9C3dHyq2HOur0nNoOqGRzeZTbpj7WTRcujCE3Zdil6nNDxmydF8B7OaVO7Fdgy5DqdkQmRhA2xeJ7qlg=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fi","01t1n00000Bi9y0AAB","3460001590","1","BIC® M10® Clic Ballpen","BIC® M10® Clic on osa kirjoittamisen historiaa ja välittää mainosviestiäsi kilpailukykyiseen hintaan myös tänään, 60 vuotta täytettyään!","BIC® brand is recognised by 9 out of 10 people: associate your name with a high-quality trusted product. | Full in-house manufacturing. | Available in blue and black ink. | Long-life ink: high quality, quick drying and smooth writing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. |","BIC®","1.40 cm","13.90 cm","1.40 cm","1.40 cm","27.24 cm3","6.55 g","Ranska","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/GvNXXcmvzb6sNDNe-RfPAw3lI6H-WldFUnbyb_URRWD4Or3KhNRSaOvRZX-dDBmLp0Uj_yOXtR8o2ZiUgCQCJFGvFDWSHOMm3_x46U-QOA5x5UbuxymL991qQOZj5bxqK0EUHU2rOIq08fpCnytHddo0sr2gj0BbJ1sMI7SaEB8=","40.00 cm","16.50 cm","15.80 cm","10428.00 cm3","500 u.","3275.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/CJJyu_qa1zr2IkoKSmqbb-SdRXiHSh0PKD3xm8WBZ4dP7MQ6nrb7V6Z8JCnTYeHW9VHjXVRImMvlE6DAhAOntWeNfX-9C3dHyq2HOur0nNoOqGRzeZTbpj7WTRcujCE3Zdil6nNDxmydF8B7OaVO7Fdgy5DqdkQmRhA2xeJ7qlg=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fr","01t1n00000Bi9y0AAB","3460001590","1","BIC® M10® Clic","Le grand classique qu'est le stylo à bille rétractable BIC® M10® Clic est de retour pour booster la communication de votre marque à un prix compétitif.","La marque BIC® est reconnue par 9 personnes sur 10: associez votre nom à un produit de confiance de haute qualité. | Fabrication interne complète. | Le stylo corps noir écrit noir et les autres coloris écrivent bleu | Encre à longue durée de vie: haute qualité, séchage rapide et écriture en douceur. | La bille en carbure de tungstène parfaitement sphérique contribue à une écriture cohérente. |","BIC®","1.40 cm","13.90 cm","1.40 cm","1.40 cm","27.24 cm3","6.55 g","France","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/GvNXXcmvzb6sNDNe-RfPAw3lI6H-WldFUnbyb_URRWD4Or3KhNRSaOvRZX-dDBmLp0Uj_yOXtR8o2ZiUgCQCJFGvFDWSHOMm3_x46U-QOA5x5UbuxymL991qQOZj5bxqK0EUHU2rOIq08fpCnytHddo0sr2gj0BbJ1sMI7SaEB8=","40.00 cm","16.50 cm","15.80 cm","10428.00 cm3","500 u.","3275.00 g","Plastique","1","https://api.everisbigcontent.com/edms/rest/v1/links/CJJyu_qa1zr2IkoKSmqbb-SdRXiHSh0PKD3xm8WBZ4dP7MQ6nrb7V6Z8JCnTYeHW9VHjXVRImMvlE6DAhAOntWeNfX-9C3dHyq2HOur0nNoOqGRzeZTbpj7WTRcujCE3Zdil6nNDxmydF8B7OaVO7Fdgy5DqdkQmRhA2xeJ7qlg=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"it","01t1n00000Bi9y0AAB","3460001590","1","BIC® M10® Clic","La storica penna a sfera a scatto BIC M10 Clic ritorna per migliorare la comunicazione del tuo marchio a un prezzo competitivo.","Il marchio BIC® è riconosciuto da 9 persone su 10: associa il tuo nome a un prodotto di alta qualità. | Produzione interna. | Disponibile in blu (tutte le botti di colore tranne la schiena) e l'inchiostro nero (canna nera). | Inchiostro di lunga durata: alta qualità, asciugatura rapida e scrittura liscia. | La palla in carburo di tungsteno perfettamente sferiche contribuisce a una scrittura costante. |","BIC®","1.40 cm","13.90 cm","1.40 cm","1.40 cm","27.24 cm3","6.55 g","Francia","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/GvNXXcmvzb6sNDNe-RfPAw3lI6H-WldFUnbyb_URRWD4Or3KhNRSaOvRZX-dDBmLp0Uj_yOXtR8o2ZiUgCQCJFGvFDWSHOMm3_x46U-QOA5x5UbuxymL991qQOZj5bxqK0EUHU2rOIq08fpCnytHddo0sr2gj0BbJ1sMI7SaEB8=","40.00 cm","16.50 cm","15.80 cm","10428.00 cm3","500 u.","3275.00 g","Plastica","1","https://api.everisbigcontent.com/edms/rest/v1/links/CJJyu_qa1zr2IkoKSmqbb-SdRXiHSh0PKD3xm8WBZ4dP7MQ6nrb7V6Z8JCnTYeHW9VHjXVRImMvlE6DAhAOntWeNfX-9C3dHyq2HOur0nNoOqGRzeZTbpj7WTRcujCE3Zdil6nNDxmydF8B7OaVO7Fdgy5DqdkQmRhA2xeJ7qlg=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nl","01t1n00000Bi9y0AAB","3460001590","1","BIC® M10® Clic","De iconische ""meest gegeten""balpen BIC® M10® Clic is terug ""wie is er niet groot meegeworden"" tegen een scherpe prijs!","BIC® brand is recognised by 9 out of 10 people: associate your name with a high-quality trusted product. | Full in-house manufacturing. | Available in blue (all colour barrels except back) and black ink (black barrel). | Long-life ink: high quality, quick drying and smooth writing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. |","BIC®","1.40 cm","13.90 cm","1.40 cm","1.40 cm","27.24 cm3","6.55 g","Frankrijk","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/GvNXXcmvzb6sNDNe-RfPAw3lI6H-WldFUnbyb_URRWD4Or3KhNRSaOvRZX-dDBmLp0Uj_yOXtR8o2ZiUgCQCJFGvFDWSHOMm3_x46U-QOA5x5UbuxymL991qQOZj5bxqK0EUHU2rOIq08fpCnytHddo0sr2gj0BbJ1sMI7SaEB8=","40.00 cm","16.50 cm","15.80 cm","10428.00 cm3","500 u.","3275.00 g","Plastiek","1","https://api.everisbigcontent.com/edms/rest/v1/links/CJJyu_qa1zr2IkoKSmqbb-SdRXiHSh0PKD3xm8WBZ4dP7MQ6nrb7V6Z8JCnTYeHW9VHjXVRImMvlE6DAhAOntWeNfX-9C3dHyq2HOur0nNoOqGRzeZTbpj7WTRcujCE3Zdil6nNDxmydF8B7OaVO7Fdgy5DqdkQmRhA2xeJ7qlg=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pt","01t1n00000Bi9y0AAB","3460001590","1","BIC® M10® Clic","The historic retractable ballpen BIC® M10® Clic is back to boost your brand communication at a competitive price!","BIC® brand is recognised by 9 out of 10 people: associate your name with a high-quality trusted product. | Full in-house manufacturing. | Available in blue (all colour barrels except back) and black ink (black barrel). | Long-life ink: high quality, quick drying and smooth writing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. |","BIC®","1.40 cm","13.90 cm","1.40 cm","1.40 cm","27.24 cm3","6.55 g","França","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/GvNXXcmvzb6sNDNe-RfPAw3lI6H-WldFUnbyb_URRWD4Or3KhNRSaOvRZX-dDBmLp0Uj_yOXtR8o2ZiUgCQCJFGvFDWSHOMm3_x46U-QOA5x5UbuxymL991qQOZj5bxqK0EUHU2rOIq08fpCnytHddo0sr2gj0BbJ1sMI7SaEB8=","40.00 cm","16.50 cm","15.80 cm","10428.00 cm3","500 u.","3275.00 g","Plástico","1","https://api.everisbigcontent.com/edms/rest/v1/links/CJJyu_qa1zr2IkoKSmqbb-SdRXiHSh0PKD3xm8WBZ4dP7MQ6nrb7V6Z8JCnTYeHW9VHjXVRImMvlE6DAhAOntWeNfX-9C3dHyq2HOur0nNoOqGRzeZTbpj7WTRcujCE3Zdil6nNDxmydF8B7OaVO7Fdgy5DqdkQmRhA2xeJ7qlg=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sv","01t1n00000Bi9y0AAB","3460001590","1","M-10 kulpenna","Vår historiska, ja ikoniska, kulpenna BIC® M10® Clic är tillbaka för att förstärka er märkeskommunikation till ett konkurrenskraftigt pris!","BIC®-varumärket känns igen av 9 av 10 personer: koppla ditt namn till en pålitlig produkt av hög kvalitet. | Helt egen tillverkning. | Tillgänglig med blått och svart bläck | Den perfekt sfäriska volframkarbidbollen bidrar till konsekvent skrivning. | Bläck med lång livslängd: hög kvalitet, snabbtorkning och smidig skrivning.","BIC®","1.40 cm","13.90 cm","1.40 cm","1.40 cm","27.24 cm3","6.55 g","Frankrike","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/GvNXXcmvzb6sNDNe-RfPAw3lI6H-WldFUnbyb_URRWD4Or3KhNRSaOvRZX-dDBmLp0Uj_yOXtR8o2ZiUgCQCJFGvFDWSHOMm3_x46U-QOA5x5UbuxymL991qQOZj5bxqK0EUHU2rOIq08fpCnytHddo0sr2gj0BbJ1sMI7SaEB8=","40.00 cm","16.50 cm","15.80 cm","10428.00 cm3","500 u.","3275.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/CJJyu_qa1zr2IkoKSmqbb-SdRXiHSh0PKD3xm8WBZ4dP7MQ6nrb7V6Z8JCnTYeHW9VHjXVRImMvlE6DAhAOntWeNfX-9C3dHyq2HOur0nNoOqGRzeZTbpj7WTRcujCE3Zdil6nNDxmydF8B7OaVO7Fdgy5DqdkQmRhA2xeJ7qlg=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"de","01t1n00000Bi9xvAAB","3460001010","1","BIC® Round Stic® Kugelschreiber","Unser kultiger BIC® Round Stic® bietet zeitloses Design in hoher Qualität. Sein klassisches Design ist einfach zu erkennen und spiegelt lang anhaltende Zuverlässigkeit wieder.","Die BIC®-Marke wird von 9 von 10 Personen anerkannt: Verbinden Sie Ihren Namen mit einem hochwertigen vertrauenswürdigen Produkt. | Mix & Match Frosted und undurchsichtigen Farbkomponenten, um mehr als 68.000 verschiedene Kombinationen zu erstellen! | Lüftungskappe. | Vollständige fertige Herstellung. | Der perfekt kugelförmige Wolfram -Carbidball trägt zu konsequentem Schreiben bei. | Long-Life-Tinte: hohe Qualität, schnelles Trocknen und reibungsloses Schreiben.","BIC®","1.20 cm","15.00 cm","0.80 cm","0.80 cm","14.40 cm3","5.00 g","Spanien","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/lGAEroTgELuNaQ9rgnZyom6INAAb6qP7tV8dbb6CVmSjWddJqB8-fB73QCzXd0QPkvdAz_Wyb7o_2rYxI27unPgNIUZo4VvSRTvbvI67Ayf56WxCivYyhrYFsHKcxg9A0fd67ggpz3EewBSTHGWPR5q92soo1uKHqbhguX42AZ4=","40.00 cm","16.50 cm","15.80 cm","10428.00 cm3","500 u.","2500.00 g","Kunststoff","1","https://api.everisbigcontent.com/edms/rest/v1/links/OSYec91Jkovj7gW2niYqoHohmAQ1iA2L8ACtZ80_caMgnohWKp7ATNh6fr7a_7hmzSsh-NJEWzNAk_hDy-PYYJfGlQLJ7DFQDmOYVhUpUS9FWpHM7FQLwG-lCBeYZ_RUQApI-32NYmeM77_abk1qNCD-dGVZB8nkX5Csatydwx0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"en","01t1n00000Bi9xvAAB","3460001010","1","BIC® Round Stic® ballpen","The iconic BIC® Round Stic® ballpen offers timeless style and high quality. Its classic design is easy to identify and symbolises long-term reliability.","BIC® brand is recognised by 9 out of 10 people: associate your name with a high-quality trusted product. | Mix & Match frosted and opaque colour components to create more than 68,000 different combinations! | Ventilated cap. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing.","BIC®","1.20 cm","15.00 cm","0.80 cm","0.80 cm","14.40 cm3","5.00 g","Spain","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/lGAEroTgELuNaQ9rgnZyom6INAAb6qP7tV8dbb6CVmSjWddJqB8-fB73QCzXd0QPkvdAz_Wyb7o_2rYxI27unPgNIUZo4VvSRTvbvI67Ayf56WxCivYyhrYFsHKcxg9A0fd67ggpz3EewBSTHGWPR5q92soo1uKHqbhguX42AZ4=","40.00 cm","16.50 cm","15.80 cm","10428.00 cm3","500 u.","2500.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/OSYec91Jkovj7gW2niYqoHohmAQ1iA2L8ACtZ80_caMgnohWKp7ATNh6fr7a_7hmzSsh-NJEWzNAk_hDy-PYYJfGlQLJ7DFQDmOYVhUpUS9FWpHM7FQLwG-lCBeYZ_RUQApI-32NYmeM77_abk1qNCD-dGVZB8nkX5Csatydwx0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"es","01t1n00000Bi9xvAAB","3460001010","1","BIC® Round Stic® bolígrafo","El icónico BIC® Round Stic® ofrece un estilo atemporal y de calidad. Su diseño clásico se identifica fácilmente y simboliza la fiabilidad a largo plazo.","La marca Bic® es reconocida por 9 de cada 10 personas: asocie su nombre con un producto de confianza de alta calidad. | ¡Mezcle y combina los componentes de color esmerilado y opaco para crear más de 68,000 combinaciones diferentes! | Tapa ventilada. | Fabricación completa interna. | La pelota de carburo de tungsteno perfectamente esférica contribuye a una escritura constante. | Tinta de larga duración: alta calidad, secado rápido y escritura suave.","BIC®","1.20 cm","15.00 cm","0.80 cm","0.80 cm","14.40 cm3","5.00 g","España","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/lGAEroTgELuNaQ9rgnZyom6INAAb6qP7tV8dbb6CVmSjWddJqB8-fB73QCzXd0QPkvdAz_Wyb7o_2rYxI27unPgNIUZo4VvSRTvbvI67Ayf56WxCivYyhrYFsHKcxg9A0fd67ggpz3EewBSTHGWPR5q92soo1uKHqbhguX42AZ4=","40.00 cm","16.50 cm","15.80 cm","10428.00 cm3","500 u.","2500.00 g","Plástico","1","https://api.everisbigcontent.com/edms/rest/v1/links/OSYec91Jkovj7gW2niYqoHohmAQ1iA2L8ACtZ80_caMgnohWKp7ATNh6fr7a_7hmzSsh-NJEWzNAk_hDy-PYYJfGlQLJ7DFQDmOYVhUpUS9FWpHM7FQLwG-lCBeYZ_RUQApI-32NYmeM77_abk1qNCD-dGVZB8nkX5Csatydwx0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fi","01t1n00000Bi9xvAAB","3460001010","1","BIC® Round Stic® kuulakärkikynä","BIC® Round Stic® on ajattoman tyylikäs ja korkealaatuinen. Tuttu muotoilu henkii luotettavuutta ja käyttömukavuutta.","BIC® brand is recognised by 9 out of 10 people: associate your name with a high-quality trusted product. | Mix & Match frosted and opaque colour components to create more than 68,000 different combinations! | Ventilated cap. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing.","BIC®","1.20 cm","15.00 cm","0.80 cm","0.80 cm","14.40 cm3","5.00 g","Espanja","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/lGAEroTgELuNaQ9rgnZyom6INAAb6qP7tV8dbb6CVmSjWddJqB8-fB73QCzXd0QPkvdAz_Wyb7o_2rYxI27unPgNIUZo4VvSRTvbvI67Ayf56WxCivYyhrYFsHKcxg9A0fd67ggpz3EewBSTHGWPR5q92soo1uKHqbhguX42AZ4=","40.00 cm","16.50 cm","15.80 cm","10428.00 cm3","500 u.","2500.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/OSYec91Jkovj7gW2niYqoHohmAQ1iA2L8ACtZ80_caMgnohWKp7ATNh6fr7a_7hmzSsh-NJEWzNAk_hDy-PYYJfGlQLJ7DFQDmOYVhUpUS9FWpHM7FQLwG-lCBeYZ_RUQApI-32NYmeM77_abk1qNCD-dGVZB8nkX5Csatydwx0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fr","01t1n00000Bi9xvAAB","3460001010","1","BIC® Round Stic® bille","L'iconique BIC® Round Stic® offre un style indémodable et une très grande qualité. Son design classique est facile à identifier et symbolise une fiabilité à long terme.","La marque BIC® est reconnue par 9 personnes sur 10: associez votre nom à un produit de confiance de haute qualité. | Mélanger et assortir des composants de couleur givrés et opaques pour créer plus de 68 000 combinaisons différentes! | Capuchon ventilé. | Fabrication interne complète. | La boule en carbure de tungstène parfaitement sphérique contribue à une écriture cohérente. | Encre à longue durée de vie: haute qualité, séchage rapide et écriture en douceur.","BIC®","1.20 cm","15.00 cm","0.80 cm","0.80 cm","14.40 cm3","5.00 g","Espagne","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/lGAEroTgELuNaQ9rgnZyom6INAAb6qP7tV8dbb6CVmSjWddJqB8-fB73QCzXd0QPkvdAz_Wyb7o_2rYxI27unPgNIUZo4VvSRTvbvI67Ayf56WxCivYyhrYFsHKcxg9A0fd67ggpz3EewBSTHGWPR5q92soo1uKHqbhguX42AZ4=","40.00 cm","16.50 cm","15.80 cm","10428.00 cm3","500 u.","2500.00 g","Plastique","1","https://api.everisbigcontent.com/edms/rest/v1/links/OSYec91Jkovj7gW2niYqoHohmAQ1iA2L8ACtZ80_caMgnohWKp7ATNh6fr7a_7hmzSsh-NJEWzNAk_hDy-PYYJfGlQLJ7DFQDmOYVhUpUS9FWpHM7FQLwG-lCBeYZ_RUQApI-32NYmeM77_abk1qNCD-dGVZB8nkX5Csatydwx0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"it","01t1n00000Bi9xvAAB","3460001010","1","BIC® Round Stic® penna a sfera","L'iconica BIC® Round Stic offre uno stile intramontabile ed alta qualità. Il suo design classico la rende facilmente riconoscibile ed è prova di una longeva affidabilità.","Il marchio BIC® è riconosciuto da 9 persone su 10: associa il tuo nome a un prodotto di alta qualità. | Mescola e abbina componenti a colori smerigliati e opachi per creare più di 68.000 combinazioni diverse! | Cappuccio ventilato. | Produzione interna. | La palla in carburo di tungsteno perfettamente sferiche contribuisce a una scrittura costante. | Inchiostro di lunga durata: alta qualità, asciugatura rapida e scrittura liscia.","BIC®","1.20 cm","15.00 cm","0.80 cm","0.80 cm","14.40 cm3","5.00 g","Spagna","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/lGAEroTgELuNaQ9rgnZyom6INAAb6qP7tV8dbb6CVmSjWddJqB8-fB73QCzXd0QPkvdAz_Wyb7o_2rYxI27unPgNIUZo4VvSRTvbvI67Ayf56WxCivYyhrYFsHKcxg9A0fd67ggpz3EewBSTHGWPR5q92soo1uKHqbhguX42AZ4=","40.00 cm","16.50 cm","15.80 cm","10428.00 cm3","500 u.","2500.00 g","Plastica","1","https://api.everisbigcontent.com/edms/rest/v1/links/OSYec91Jkovj7gW2niYqoHohmAQ1iA2L8ACtZ80_caMgnohWKp7ATNh6fr7a_7hmzSsh-NJEWzNAk_hDy-PYYJfGlQLJ7DFQDmOYVhUpUS9FWpHM7FQLwG-lCBeYZ_RUQApI-32NYmeM77_abk1qNCD-dGVZB8nkX5Csatydwx0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
